PRIMKEY,COUNTRY,FIPSCODE,COWCODE,CONTCODE,SITENUM,NAME,LAT,LONG,RES,RESINFO,LOCSOURCE,FIELDINFO,DISC,DISCPRES,PROD,PRODPRES,OTHERINFO,SOURCEINFO,VERSION
YM001PET,Yemen,YM,679,2,1,Ma'Rib-Al Jawf Basin,15.50,45.77,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1984,1,1986,1,Alif field discovered in 1984 and came on stream in 1986,"Anonymous, 2001 - Kulke, 1994 - Petroleum Economist, 2003",1.2
YM004PET,Yemen,YM,679,2,4,Masila-Jeza Basin,15.78,48.10,PET,oil and gas,"Pollastro et al., 1999a",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
YM005PET,Yemen,YM,679,2,5,Masila-Jeza Basin,15.65,48.98,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1991,1,1993,1,several discoveries in 1991 - production started in 1993,"Anonymous, 2001 - Nexen, 2003 - Petroleum Economist, 2003",1.2
TC001PET,United Arab Emirates,TC,696,2,1,Rub Al Khali Basin,23.52,52.42,PET,oil and gas,"Pollastro et al., 1999a",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
TC002PET,United Arab Emirates,TC,696,2,2,Rub Al Khali Basin,23.43,54.19,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1958,1,1963,2,Murban Bad field found in 1958 - production at least since 1963,"Anonymous, 2001 - Butt, year unknown - Oil & Gas Directory, 2001 - Petroleum Economist, 2003",1.2
TC003PET,United Arab Emirates,TC,696,2,3,Rub Al Khali Basin,24.99,55.63,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1980,1,1982,1,Sajaa field discovered in 1980 - Margham field came on stream in 1982,"Anonymous, 2001 - Butt year unknown - Ghanem, year unknown - Petroleum Economist, 2003",1.2
SY009PET,Syria,SY,652,2,9,Haleb,35.49,38.13,PET,oil and gas,"Pollastro et al., 1999a",3,-9999,3,-9999,3,among other things Ammala and Fahdeh fields - no further information available,"Petroleum Economist, 2003",1.2
SY001PET,Syria,SY,652,2,1,Euphrates/Mardin,37.06,41.71,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",3,-9999,3,-9999,3,among other things Derik and Sheikh Said fields - no further information available,"Petroleum Economist, 2003",1.2
SY004PET,Syria,SY,652,2,4,Zagros Fold Belt,36.67,41.20,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1956,1,1968,1,Karatchok and Suwaidiyah fields discovered in 1956 and came on stream in 1968,"Kulke, 1994 - World Energy Council, 2001bx - Petroleum Economist, 2003",1.2
SY007PET,Syria,SY,652,2,7,Anah Graben,34.47,40.59,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",3,-9999,3,-9999,3,"Akash, Ratika and Al Ahmar fields - no further information available","Petroleum Economist, 2003",1.2
SY006PET,Syria,SY,652,2,6,Anah Graben,35.15,39.88,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",3,-9999,3,-9999,3,Al Kharrata E field - no further information available,"Petroleum Economist, 2003",1.2
SY003PET,Syria,SY,652,2,3,Euphrates/Mardin,35.63,38.58,PET,oil and gas,"Pollastro et al., 1999a",3,-9999,3,-9999,3,field could not be identified due to the fact that it is so close to the other basin and there is a high concentration of fields i,"Petroleum Economist, 2003",1.2
SY008PET,Syria,SY,652,2,8,Palmyra Zone,34.97,38.40,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,-9999,3,1995,1,"among other things Arak, Al Hail, Al Dubayat and Najib fields - Arak came on stream in 1995","EIA, 2003x - Petroleum Economist, 2003",1.2
SY002PET,Syria,SY,652,2,2,Euphrates/Mardin,35.79,40.57,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1968,1,-9999,3,Jebisseh field discovered in 1968,"EIA, 2003x - Petroleum Economist, 2003",1.2
SY005PET,Syria,SY,652,2,5,Khleisha Uplift,35.06,40.82,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1984,1,1986,1,Thayyem field found in 1984 and production in that area commenced in 1986,"Kulke, 1994 - Worldinformation.com_2, year unknown - Petroleum Economist, 2003",1.2
SA017PET,Saudi Arabia,SA,670,2,17,Rub Al Khali Basin,21.63,53.29,PET,gas,"Pollastro et al., 1999a - Petroleum Economist",2,1967,1,-9999,4,Kidan field discovered in 1967 - in 2003 the field was under development,"EIA, 2003u - Ministry Of Petroleum & Mineral Resources, year unknown - Petroleum Economist, 2003",1.2
SA016PET,Saudi Arabia,SA,670,2,16,Rub Al Khali Basin,22.37,54.21,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1968,1,1998,1,Shaybah field discovered in 1968 and came on stream in 1998,"Ministry Of Petroleum & Mineral Resources, year unknown - Zittel, 2002 - Petroleum Economist, 2003",1.2
SA015PET,Saudi Arabia,SA,670,2,15,Rub Al Khali Basin,22.59,52.63,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",3,1972,1,-9999,3,Shutfah field found in 1972,"Ministry Of Petroleum & Mineral Resources, year unknown - Petroleum Economist, 2003",1.2
SA013PET,Saudi Arabia,SA,670,2,13,Greater Ghawar Uplift,23.55,50.42,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",2,1979,1,-9999,4,Lughfah and Jawb fields found in 1979 - in 1995 no production had occured yet,"Kulke, 1994 - Ministry Of Petroleum & Mineral Resources, year unknown - Petroleum Economist, 2003",1.2
SA012PET,Saudi Arabia,SA,670,2,12,Greater Ghawar Uplift,23.79,49.44,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",2,1982,1,-9999,4,Tinat field discovered in 1982 - up to 1995 no production had been reported,"Kulke, 1994 - Ministry Of Petroleum & Mineral Resources, year unknown - Petroleum Economist, 2003",1.2
SA014PET,Saudi Arabia,SA,670,2,14,Interior Homocline-Central Ar,23.14,46.97,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1989,1,1994,2,Hawtah field found in 1989 - production at least since 1994,"EIA, 2003u - Ministry Of Petroleum & Mineral Resources, year unknown - Petroleum Economist, 2003",1.2
SA011PET,Saudi Arabia,SA,670,2,11,Greater Ghawar Uplift,24.16,48.77,PET,oil and gas,"Pollastro et al., 1999a",3,-9999,3,-9999,3,field could not be identified due to the high concentration of fields in that area,"Petroleum Economist, 2003",1.2
SA010PET,Saudi Arabia,SA,670,2,10,Greater Ghawar Uplift,24.76,49.43,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1948,1,1951,1,Ghawar field discovered in 1948 and came on stream in 1951,"Kulke, 1994 - Ministry Of Petroleum & Mineral Resources, year unknown - Zittel, 2002 - Petroleum Economist, 2003",1.2
SA005PET,Saudi Arabia,SA,670,2,5,Widyan Basin-Interior Platfor,24.71,48.07,PET,oil and gas,"Pollastro et al., 1999a",1,1957,1,1960,2,Khurais field found in 1957 and came on stream in the 1960s,"Kulke, 1994 - Ministry Of Petroleum & Mineral Resources, year unknown - EIA, 2003u - Petroleum Economist, 2003",1.2
SA009PET,Saudi Arabia,SA,670,2,9,Greater Ghawar Uplift,25.93,49.45,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1945,1,1946,1,Abqaiq field found in 1940 and started operating in 1946,"Kulke, 1994 - Ministry Of Petroleum & Mineral Resources, year unknown - Zittel, 2002 - Petroleum Economist, 2003",1.2
SA004PET,Saudi Arabia,SA,670,2,4,Widyan Basin-Interior Platfor,26.04,47.39,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1966,1,-9999,4,Jaham field discovered in 1966 - up to 1995 no production had been reported from that field,"Kulke, 1994 - Ministry Of Petroleum & Mineral Resources, year unknown - Petroleum Economist, 2003",1.2
SA001PET,Saudi Arabia,SA,670,2,1,Red Sea Basin,28.25,35.02,PET,oil and gas,"Pollastro et al., 1999a - Lindquist, 1998b",2,1992,1,-9999,4,Midyan field discovered in 1992 - in 1998 the field had not produced yet,"Lindquist, 1998b - Petroleum Economist, 2003",1.2
SA002PET,Saudi Arabia,SA,670,2,2,North Harrah Volcanics,31.28,37.59,PET,oil and gas,"Pollastro et al., 1999a",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
SA007PET,Saudi Arabia,SA,670,2,7,Mesopotamian Foredeep Basin,26.56,49.86,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1945,1,1946,1,Qatif field found in 1945 and was put into production in 1946,"Kulke, 1994 - Ministry Of Petroleum & Mineral Resources, year unknown - Zittel, 2002 - Petroleum Economist, 2003",1.2
SA008PET,Saudi Arabia,SA,670,2,8,Greater Ghawar Uplift,26.26,50.04,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1945,1,1945,1,Damman field discovered in 1938 and small production in the same year - large scale production commenced after World War II in 194,"Kulke, 1994 - Ministry Of Petroleum & Mineral Resources, year unknown - Ivanhoe, 2001 - Petroleum Economist, 2003",1.2
SA006PET,Saudi Arabia,SA,670,2,6,Mesopotamian Foredeep Basin,27.38,48.38,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1945,1,-9999,3,Abu Hadriya field discovered in 1940,"Kulke, 1994 - Ministry Of Petroleum & Mineral Resources, year unknown - Petroleum Economist, 2003",1.2
SA003PET,Saudi Arabia,SA,670,2,3,Widyan Basin-Interior Platfor,27.76,47.06,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",2,1973,1,-9999,4,El Haba field found in 1973 - in 1995 no production had occurred yet in that area,"Kulke, 1994 - Ministry Of Petroleum & Mineral Resources, year unknown - Petroleum Economist, 2003",1.2
QA001PET,Qatar,QA,694,2,1,Greater Ghawar Uplift,25.38,50.90,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1945,1,1949,1,Dukhan field discovered in 1939 and came on stream in 1949,"Kulke, 1994 - World Energy Council, 2001bl - Petroleum Economist, 2003",1.2
MU003PET,Oman,MU,698,2,3,Rub Al Khali Basin,20.52,55.61,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1978,1,1980,1,Sahmah field found in 1978 and came on stream in 1980,"Oil & Gas Directory, 2003b - EIA, 1999 - Petroleum Economist, 2003",1.2
MU002PET,Oman,MU,698,2,2,Rub Al Khali Basin,21.59,55.74,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",3,-9999,3,-9999,3,Malih field - no further information available,"Petroleum Economist, 2003",1.2
MU001PET,Oman,MU,698,2,1,Rub Al Khali Basin,23.11,55.59,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1974,1,1976,1,Lekhwair field discovered in 1974 and developed in 1976,"Anonymous, 2001 - Oil & Gas Directory, 2003 - Petroleum Economist, 2003",1.2
MU004PET,Oman,MU,698,2,4,Fahud Salt Basin,22.51,56.33,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1956,1,1967,1,first oil shows at Fahud found in 1956 - Fahud field discovered in 1963/64 and started operating in 1967,"Oil & Gas Directory, 2003b - Kulke, 1994 - Anonymous, 2001 - U.S. Department of State, 2003 - Petroleum Economist,",1.2
MU006PET,Oman,MU,698,2,6,Ghaba Salt Basin,22.26,58.30,PET,gas,"Pollastro et al., 1999a - Petroleum Economist",3,-9999,3,-9999,3,Baqlah field - no further information available,"Petroleum Economist, 2003",1.2
MU005PET,Oman,MU,698,2,5,Central Oman Platform,22.10,57.20,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",3,1983,1,-9999,3,Habiba and Rasafah field found in 1983,"Petroleum Development Oman, year unknown - Petroleum Economist, 2003",1.2
MU007PET,Oman,MU,698,2,7,Ghaba Salt Basin,21.18,56.88,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1972,1,1975,1,several fields discovered in 1972/73 and brought on stream in 1975/76,"Petroleum Development Oman, year unknown - Petroleum Economist, 2003",1.2
MU008PET,Oman,MU,698,2,8,South Oman Salt Basin,18.85,55.49,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1978,1,1981,1,several fields found in 1978 and Marmul field started operating in 1981,"Petroleum Development Oman, year unknown - Petroleum Economist, 2003",1.2
MU009PET,Oman,MU,698,2,9,East Flank Oman Sub-basin,18.56,56.05,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1978,1,1982,1,several fields discovered in 1978 and Rima field came on stream in 1982,"Petroleum Development Oman, year unknown - Petroleum Economist, 2003",1.2
KU002PET,Kuwait,KU,690,2,2,Mesopotamian Foredeep Basin,29.35,47.62,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1945,1,1946,1,Burgan field dicovered in 1938 and commercial production started in 1946,"Kulke, 1994 - Embassy of the State of Kuwait, 2000 - Petroleum Economist, 2003",1.2
KU001PET,Kuwait,KU,690,2,1,Widyan Basin-Interior Platfor,29.19,46.90,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",3,-9999,3,-9999,3,Rugei field - no further information available,"Petroleum Economist, 2003",1.2
JO004PET,Jordan,JO,663,2,4,Jafr-Tabuk Basin,30.62,37.55,PET,oil and gas,"Pollastro et al., 1999a",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
JO003PET,Jordan,JO,663,2,3,Jafr-Tabuk Basin,31.39,35.63,PET,oil and gas,"Pollastro et al., 1999a",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
JO002PET,Jordan,JO,663,2,2,Jafr-Tabuk Basin,31.74,37.01,PET,oil,"Pollastro et al., 1999a - Kulke, 1994",1,1984,1,1984,2,Hamzah field found in 1984 and small-scale production since 1984 - commercial production began in 1985,"Natural Resources Authority, 2001 - World Energy Council, 2001ar - Kulke, 1994",1.2
JO001PET,Jordan,JO,663,2,1,Wadi-Surhan Basin,32.40,38.91,PET,gas,"Pollastro et al., 1999a - Kulke, 1994",1,1987,1,1989,1,Risha field discvered in 1987 and started operating in 1989,"Natural Resources Authority, 2001 - Kulke, 1994",1.2
IS002PET,Israel,IS,666,2,2,Sinai Basin,31.16,35.19,PET,oil and gas,"Pollastro et al., 1999a",1,1959,1,-9999,3,Zohar field found in 1959 and was under production in 1998,"Arnold, 1999 - Ministry of National Infrastructure, 2001 - Kulke, 1994",1.2
IS003PET,Israel,IS,666,2,3,Sinai Basin,31.05,34.49,PET,oil and gas,"Pollastro et al., 1999a",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
IS001PET,Israel,IS,666,2,1,Levantine Basin,31.59,34.71,PET,oil and gas,"Pollastro et al., 1999a",1,1955,1,1956,1,Heletz-Brur field discovered in 1955 and production started in 1956,"Anonymous, 2001 - Ministry of National Infrastructure, 2001 - World Energy Council, 2001 - Kulke, 1994",1.2
IZ013PET,Iraq,IZ,645,2,13,Widyan Basin-Interior Platfor,29.56,46.28,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",3,1976,1,-9999,3,Abu Khaimah field found in 1976,"Giannesini, 2003 - Petroleum Economist, 2003",1.2
IZ012PET,Iraq,IZ,645,2,12,Widyan Basin-Interior Platfor,30.74,45.09,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",3,-9999,3,-9999,3,"Samawa, Diwan and Salman fields - no further information available","Petroleum Economist, 2003",1.2
IZ009PET,Iraq,IZ,645,2,9,Mesopotamian Foredeep Basin,31.21,46.02,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",3,-9999,3,-9999,3,Nasiryah field - no further information available,"Petroleum Economist, 2003",1.2
IZ011PET,Iraq,IZ,645,2,11,Widyan Basin-Interior Platfor,33.40,42.82,PET,oil and gas,"Pollastro et al., 1999a",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
IZ007PET,Iraq,IZ,645,2,7,Mesopotamian Foredeep Basin,32.90,44.08,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1975,1,1989,1,East Baghdad field found in 1975 and came on stream in 1989,"Anonymous, 2001 - EIA, 2003 - Petroleum Economist, 2003",1.2
IZ010PET,Iraq,IZ,645,2,10,Widyan Basin-Interior Platfor,34.13,40.94,PET,oil and gas,"Pollastro et al., 1999a",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
IZ002PET,Iraq,IZ,645,2,2,Zagros Fold Belt,34.67,45.50,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1945,1,-9999,3,Chia Surkh well drilled in 1901 -> start of oil development in Iraq,"EIA, 2003j - Petroleum Economist, 2003",1.2
IZ004PET,Iraq,IZ,645,2,4,Khleisha Uplift,36.17,42.56,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",3,-9999,3,-9999,3,Mityaha field - no further information available,"Petroleum Economist, 2003",1.2
IZ005PET,Iraq,IZ,645,2,5,Mesopotamian Foredeep Basin,34.73,43.59,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1973,1,-9999,3,Hamrin field discovered in 1973,"Anonymous, 2001 - Petroleum Economist, 2003",1.2
IZ001PET,Iraq,IZ,645,2,1,Zagros Fold Belt,35.53,43.89,PET,oil and gas,"Pollastro et al., 1999a - Petroleum Economist",1,1945,1,1945,1,Naft Khaneh field found in 1909 - Kirkuk field discovered in 1927 and put into production in 1934,"Anonymous, 2001 - Kulke, 1994 - Vallette et al., 2003 - Petroleum Economist, 2003",1.2
IZ006PET,Iraq,IZ,645,2,6,Mesopotamian Foredeep Basin,33.91,44.87,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",2,-9999,3,-9999,4,Mansuriyah field - contract for development signed in 1996,"EIA, 1998a - Petroleum Economist, 2003",1.2
IZ003PET,Iraq,IZ,645,2,3,Zagros Fold Belt,32.16,47.36,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1971,1,-9999,3,Abu Ghirab field found in 1971,"Anonymous, 2001 - Petroleum Economist, 2003",1.2
IZ008PET,Iraq,IZ,645,2,8,Mesopotamian Foredeep Basin,31.23,46.87,PET,oil,"Pollastro et al., 1999a - Petroleum Economist",1,1949,1,1970,2,Nahr Umr and Zubair fields discovered in 1949 - Nahr Umr field put into production in the 1970s,"Anonymous, 2001 - GeoDesign, 2002 - Petroleum Economist, 2003",1.2
IR008PET,Iran,IR,630,2,8,Zagros Fold Belt,31.54,49.19,PET,oil and gas,"Pollastro et al., 1999b - Earth Sciences and Resources Institute, 1995",1,1945,1,1945,1,Masjed Soleyman field discovered in 1908 and started operating in 1911/12,"Anoynmous, 2001 - Kulke, 1994 - ROOZBEHAN CO., year unknown - Earth Sciences and Resources Institute, 1995",1.2
IR015PET,Iran,IR,630,2,15,Mesopotamian Foredeep Basin,31.09,48.31,PET,oil,"Pollastro et al., 1999b - Earth Sciences and Resources Institute, 1995",1,1958,1,-9999,3,Ahwaz field discovered in 1958,"Anonymous, 2001 - Petroleum Economist, 2003",1.2
IR013PET,Iran,IR,630,2,13,Zagros Fold Belt,27.35,56.03,PET,gas,"Pollastro et al., 1999b - Earth Sciences and Resources Institute, 1995",1,1961,1,1987,1,Suru field found in 1961 and Sarkhoun field came in stream in 1987,"Mash'al, 2001 - Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
IR011PET,Iran,IR,630,2,11,Zagros Fold Belt,29.14,53.20,PET,oil and gas,"Pollastro et al., 1999b - Earth Sciences and Resources Institute, 1995",3,1975,1,-9999,3,Sadat Abad 1 field discovered in 1975,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
IR010PET,Iran,IR,630,2,10,Zagros Fold Belt,28.31,52.47,PET,oil and gas,"Pollastro et al., 1999b - Earth Sciences and Resources Institute, 1995",1,1945,1,1995,1,Kuh-I-Mand field found in 1931 and the Aghar field started operating in 1995,"Earth Sciences and Resources Institute, 1995 - EIA, 2000 - Petroleum Economist, 2003",1.2
IR009PET,Iran,IR,630,2,9,Zagros Fold Belt,30.99,51.19,PET,oil,"Pollastro et al., 1999b - Earth Sciences and Resources Institute, 1995",3,1967,1,-9999,3,Kuh-I-Rig field discovered in 1967,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
IR014PET,Iran,IR,630,2,14,Zagros Thrust Zone,32.36,50.19,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Klett et al., 1997 - IRNA, year unknown",1,1945,1,-9999,3,Pazanan field found in 1936,"Earth Sciences and Resources Institute, 1995 - IRNA, year unknown",1.2
IR006PET,Iran,IR,630,2,6,Central Iranian Microcontinen,33.26,56.23,PET,oil and gas,"Pollastro et al., 1999b",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
IR007PET,Iran,IR,630,2,7,Zagros Fold Belt,34.08,45.92,PET,oil and gas,"Pollastro et al., 1999b - Earth Sciences and Resources Institute, 1995",1,1945,1,-9999,3,Naft Shahr field found in 1923,"Anonymous, 2001 - Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
IR005PET,Iran,IR,630,2,5,Central Iranian Basins,34.59,51.08,PET,oil and gas,"Pollastro et al., 1999b",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
IR004PET,Iran,IR,630,2,4,Central Iranian Basins,35.00,51.49,PET,gas,"Earth Sciences and Resources Institute, 1995 - Klett et al., 1997 - Petroleum Economist, 200",1,1958,1,-9999,3,Sarajeh field discovered in 1958,"Earth Sciences and Resources Institute, 1995 - Kulke, 1994",1.2
IR003PET,Iran,IR,630,2,3,Central Iranian Basins,35.50,50.99,PET,oil,"Earth Sciences and Resources Institute, 1995 - Klett et al., 1997 - Petroleum Economist, 200",1,1956,1,-9999,3,Alborz field found in 1956,"Earth Sciences and Resources Institute, 1995 - Kulke, 1994",1.2
IR002PET,Iran,IR,630,2,2,Amu-Darya Basin,36.42,60.86,PET,gas,"Pollastro et al., 1999b - Kulke, 1994",1,1969,1,-9999,3,Khangiran field discovered in 1969,"Kulke, 1994 - Pere Fabregas, 2001 - N.I.G.C., 2002",1.2
IR001PET,Iran,IR,630,2,1,South Caspian Basin,37.11,54.38,PET,gas,"Pollastro et al., 1999b - Petroleum Economist, 2003",3,-9999,3,-9999,3,Gorgen field - no further information available,"Petroleum Economist, 2003",1.2
IR012PET,Iran,IR,630,2,12,Zagros Fold Belt,28.91,51.00,PET,oil,"Earth Sciences and Resources Institute, 1995 - Klett et al., 1997 - EIA, 1998b",1,1967,1,1998,2,Kilur Karim field found in 1967 and is under production at least since 1998,"Earth Sciences and Resources Institute, 1995 - EIA, 1998b",1.2
BA001PET,Bahrain,BA,692,2,1,Greater Ghawar Uplift,26.04,50.54,PET,oil and gas,"Pollastro et al., 1999a - Kulke, 1994",1,1945,1,1945,1,Awali field discovered in 1932 and came on stream in 1933/34,"Kulke, 1994 - World Energy Council, 2001h - Petroleum Economist, 2003",1.2
MX015PET,Mexico,MX,70,5,15,Macuspana Basin,18.55,-92.06,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,Xicalango field - no further information available,"Petroleum Economist, 2003",1.2
MX005PET,Mexico,MX,70,5,5,Mazatlan Basin,21.87,-105.30,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",4,-9999,3,-9999,4,Canuch and Chicura fields - prospective area,"National Energy Policy, year unknown - Petroleum Economist, 2003",1.2
MX001PET,Mexico,MX,70,5,1,Sabinas Basin,27.05,-100.78,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1972,1,1975,1,First discovery was made in 1972 and the Buena Suerte field was put into production in 1975,"Garcia et al., 1992 - Rosen, 2003 - Petroleum Economist, 2003",1.2
MX004PET,Mexico,MX,70,5,4,Tampico-Misantla Basin,21.36,-97.84,PET,oil,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1945,1,1945,1,Panuco and Ebano fields found in 1901 and production dates back to the early 20th century,"Earth Sciences and Resources Institute, 1995 - Kulke, 1995 - Petroleum Economist, 2003",1.2
MX006PET,Mexico,MX,70,5,6,Chicontepec Basin,20.63,-98.03,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",2,1974,2,-9999,4,Part of the giant Chicontepec field which was discovered in 1974 but still undeveloped in 2004,"Kulke, 1995 - EIA, 2004a - Petroleum Economist, 2003",1.2
MX014PET,Mexico,MX,70,5,14,Macuspana Basin,17.93,-92.40,PET,gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1951,1,1952,2,Jose Colomo field discovered in 1951 and production in the basin at least since 1952,"Earth Sciences and Resources Institute, 1995 - Kulke, 1995 - Petroleum Economist, 2003",1.2
MX011PET,Mexico,MX,70,5,11,Tuxla Uplift,18.15,-94.83,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,no information available - fields could not be identified due to the fact that they are close to the other basin,"Petroleum Economist, 2003",1.2
MX012PET,Mexico,MX,70,5,12,Saline-Comalcalco Basin,17.98,-94.06,PET,oil,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1945,1,1945,1,Tonaia-El Burro field found in 1928 and in the basin production commenced in 1905,"Earth Sciences and Resources Institute, 1995 - Kulke, 1995 - Petroleum Economist, 2003",1.2
MX013PET,Mexico,MX,70,5,13,Villahermosa Uplift,17.89,-93.20,PET,oil,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1958,1,1960,1,Samaria field discovered in 1958 and the first production in the basin was reported in 1960,"Earth Sciences and Resources Institute, 1995 - Kulke, 1995 - Petroleum Economist, 2003",1.2
MX007PET,Mexico,MX,70,5,7,Veracruz Basin,19.01,-96.55,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",1,1953,2,1953,2,Production in the basin commenced in 1953,"Kulke, 1995 - Petroleum Economist, 2003",1.2
MX009PET,Mexico,MX,70,5,9,Sierra Madre Oriental Foldbel,18.57,-96.96,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",1,1975,1,-9999,3,Copite field found in 1975,"Anonymous, 2001 - Petroleum Economist, 2003",1.2
MX008PET,Mexico,MX,70,5,8,Veracruz Basin,18.17,-95.73,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1953,2,1953,2,Production in the basin commenced in 1953,"Kulke, 1995 - Petroleum Economist, 2003",1.2
MX010PET,Mexico,MX,70,5,10,Sierra Madre Oriental Foldbel,17.93,-96.16,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,no information available - field could not be identified due to the fact that it is close to the other basin,"Petroleum Economist, 2003",1.2
MX002PET,Mexico,MX,70,5,2,Western Gulf,25.91,-97.71,PET,gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1951,1,1951,1,Trevino field discovered in 1951 and came on stream in the same year,"Earth Sciences and Resources Institute, 1995 - Kulke, 1995 - Petroleum Economist, 2003",1.2
MX003PET,Mexico,MX,70,5,3,Burgos Basin,25.29,-98.30,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1948,1,1948,1,Reynosa field found in 1948 went online in the same year,"Earth Sciences and Resources Institute, 1995 - Kulke, 1995 - Petroleum Economist, 2003",1.2
GT003PET,Guatemala,GT,90,5,3,Sierra Madre de Chiapas-Peten,15.79,-90.03,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",1,1977,1,-9999,3,West Chinaja field found in 1977,"Anonymous, 2001 - Petroleum Economist, 2003",1.2
